Water_SYSTEM.PWSID,Water_SYSTEM.PWS_NAME,Water_SYSTEM.NPM_CANDIDATE,Water_SYSTEM.PRIMACY_AGENCY_CODE,Water_SYSTEM.EPA_REGION,Water_SYSTEM.SEASON_BEGIN_DATE,Water_SYSTEM.SEASON_END_DATE,Water_SYSTEM.PWS_ACTIVITY_CODE,Water_SYSTEM.PWS_DEACTIVATION_DATE,Water_SYSTEM.PWS_TYPE_CODE,Water_SYSTEM.DBPR_SCHEDULE_CAT_CODE,Water_SYSTEM.CDS_ID,Water_SYSTEM.GW_SW_CODE,Water_SYSTEM.LT2_SCHEDULE_CAT_CODE,Water_SYSTEM.OWNER_TYPE_CODE,Water_SYSTEM.POPULATION_SERVED_COUNT,Water_SYSTEM.POP_CAT_2_CODE,Water_SYSTEM.POP_CAT_3_CODE,Water_SYSTEM.POP_CAT_4_CODE,Water_SYSTEM.POP_CAT_5_CODE,Water_SYSTEM.POP_CAT_11_CODE,Water_SYSTEM.PRIMACY_TYPE,Water_SYSTEM.PRIMARY_SOURCE_CODE,Water_SYSTEM.IS_GRANT_ELIGIBLE_IND,Water_SYSTEM.IS_WHOLESALER_IND,Water_SYSTEM.IS_SCHOOL_OR_DAYCARE_IND,Water_SYSTEM.SERVICE_CONNECTIONS_COUNT,Water_SYSTEM.SUBMISSION_STATUS_CODE,Water_SYSTEM.ORG_NAME,Water_SYSTEM.ADMIN_NAME,Water_SYSTEM.EMAIL_ADDR,Water_SYSTEM.PHONE_NUMBER,Water_SYSTEM.PHONE_EXT_NUMBER,Water_SYSTEM.FAX_NUMBER,Water_SYSTEM.ALT_PHONE_NUMBER,Water_SYSTEM.ADDRESS_LINE1,Water_SYSTEM.ADDRESS_LINE2,Water_SYSTEM.CITY_NAME,Water_SYSTEM.ZIP_CODE,Water_SYSTEM.COUNTRY_CODE,Water_SYSTEM.STATE_CODE,Water_SYSTEM.SOURCE_WATER_PROTECTION_CODE,Water_SYSTEM.SOURCE_PROTECTION_BEGIN_DATE,Water_SYSTEM.OUTSTANDING_PERFORMER,Water_SYSTEM.OUTSTANDING_PERFORM_BEGIN_DATE,Water_SYSTEM.CITIES_SERVED,Water_SYSTEM.COUNTIES_SERVED,X48
PR0613386,MYLAN LLC,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,P,500,1,1,1,1,2,Territory,GW,Y,N,N,50,Y,MYLAN INC.,MYLAN INC.,NA,787-746-0003,NA,NA,NA,CARR 156 KM. 58.8,CAGUAS WEST INDUSTRIAL PARK,CAGUAS,00725,US,PR,N,NA,NA,NA,CAGUAS,Caguas Municipio,NA
PR0005537,NEGROS,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,17988,2,2,2,4,6,Territory,SW,Y,N,N,5864,Y,NEGROS,NEGROS,NA,787-620-2277,NA,NA,NA,CARR. 805 KM. 2.5,NA,COROZAL,00783,US,PR,N,NA,NA,NA,"COROZAL,NEGROS",Corozal Municipio,NA
PR0207052,OBSERVATORIO DE ARECIBO,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,P,100,1,1,1,1,1,Territory,GW,Y,N,N,25,Y,OBSERVATORIO DE ARECIBO,OBSERVATORIO DE ARECIBO,NA,787-878-2612,NA,NA,NA,CARR. 625 KM. 3.1,BO. ESPERANZA,ARECIBO,00612,US,PR,N,NA,NA,NA,ARECIBO,Arecibo Municipio,NA
PR0004044,OROCOVIS URBANO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,19334,2,2,2,4,6,Territory,SW,Y,N,N,7404,Y,OROCOVIS URBANO,OROCOVIS URBANO,NA,787-620-2277,NA,NA,NA,CARR.156 KM.3,NA,OROCOVIS,00720,US,PR,N,NA,NA,NA,"OROCOVIS,PONCE",Orocovis Municipio,NA
PR0351033,HONEYWELL AEROSPACE OF PUERTO RICO,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,NA,NA,L,170,1,1,1,1,2,Territory,NA,Y,N,N,1,Y,HONEYWELL AEROSPACE PR,HONEYWELL AEROSPACE PR,NA,787-658-2626,NA,NA,NA,SAN ANTONIO INDUSTRIAL PARK,CARR. 110 KM 5.1,AGUADILLA,00690,US,PR,NA,NA,NA,NA,MOCA,Moca Municipio,NA
PR0303033,HONEYWELL AEROSPACE PR,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,SW,NA,L,750,1,1,1,2,3,Territory,SW,Y,N,N,1,Y,HONEYWELL AEROSPACE PR,HONEYWELL AEROSPACE PR,NA,787-658-2626,NA,NA,NA,SAN ANTONIO INDUSTRIAL PARK,CARR. 110 KM 5.1,AGUADILLA,00690,US,PR,NA,NA,NA,NA,AGUADILLA,Aguadilla Municipio,NA
PR0005496,LA GRUA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,5759,1,2,1,3,5,Territory,GW,Y,N,N,1654,Y,YABUCOA URBANO,YABUCOA URBANO,NA,NA,NA,NA,NA,P.O. BOX 7066,BO. OBRERO STATION,SANTURCE,00916,US,PR,N,NA,NA,NA,YABUCOA,Yabucoa Municipio,NA
PR0521085,CAMPAMENTO EBENEZER,Y,PR,02,06-01,07-31,A,NA,TNCWS,NA,NA,GW,NA,P,150,1,1,1,1,2,Territory,GW,Y,N,N,50,Y,CAMPAMENTO EBENEZER,CAMPAMENTO EBENEZER,NA,787-739-8232,NA,NA,NA,CARR. 787 KM. 3.0,BO. BAYAMON,CIDRA,00739,US,PR,N,NA,NA,NA,CIDRA,Cidra Municipio,NA
PR0003383,HORMIGUERO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,11210,2,2,2,4,6,Territory,GW,Y,N,N,3101,Y,HORMIGUERO,HORMIGUERO,NA,787-620-2277,NA,NA,NA,CARR. 119 KM. 1 TO 1.5,NA,HORMIGUERO,00660,US,PR,N,NA,NA,NA,"HORMIGUERO,HORMIGUEROS",Hormigueros Municipio,NA
PR0518135,ACUED. BO. CEDRO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,168,1,1,1,1,2,Territory,GW,Y,N,N,15,Y,ACUED. BO. CEDRO,ACUED. BO. CEDRO,NA,787-738-5124,NA,NA,NA,CARR. 738 RAMAL 7738,BO. CEDRO SECTOR ANDALUCIA,CAYEY,00736,US,PR,NA,NA,NA,NA,CAYEY,Cayey Municipio,NA
PR0247092,MONASTERIO MADRE DE DIOS,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,32,1,1,1,1,1,Territory,GW,Y,N,N,1,Y,MONASTERIO MADRE DE DIOS,MONASTERIO MADRE DE DIOS,NA,787-854-6296,NA,NA,NA,CARR.643 KM 4.0,BO. PUGNADO,MANATI,00674,US,PR,NA,NA,NA,NA,MANATI,Manati Municipio,NA
PR0613536,ACUED. DELGADO VEGA Y OTROS,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,60,1,1,1,1,1,Territory,SW,Y,N,N,17,Y,ACUED. MORAN-DELGADO,ACUED. MORAN-DELGADO,NA,787-747-1848,NA,NA,NA,CARR. #1 KM 30 INTERSECCION 795,"COMUNIDAD LA BARRA, CALLE #12 FINAL",CAGUAS,00726,US,PR,NA,NA,NA,NA,CAGUAS,Caguas Municipio,NA
PR0458314,EL YUMURI,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,80,1,1,1,1,1,Territory,SW,Y,N,N,20,Y,EL YUMURI,EL YUMURI,NA,787-844-7767,NA,NA,NA,CARR. 139 KM. 17.2,NA,PONCE,00731,US,PR,N,NA,NA,NA,PONCE,Ponce Municipio,NA
PR0468044,MARTEX FARMS,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,L,100,1,1,1,1,1,Territory,GW,Y,N,N,1,Y,MARTEX FERMS,MARTEX FERMS,NA,787-845-4909,NA,NA,NA,BO JAUCA,CARR. 1 KM. 96.2,SANTA ISABEL,00757,US,PR,N,NA,NA,NA,SANTA ISABEL,Santa Isabel Municipio,NA
PR0439054,TESTIMONIO MUNDIAL DE LA GRACIA,Y,PR,02,01-01,12-31,A,NA,TNCWS,NA,NA,GW,NA,L,220,1,1,1,1,2,Territory,GW,Y,N,N,4,Y,"DE LA GRACIA, TESTIMONIO MUNDIAL","DE LA GRACIA, TESTIMONIO MUNDIAL",NA,787-837-4604,NA,NA,NA,CARR I KM 111.2,BO. PASTILLO,JUANA DIAZ,00795,US,PR,N,NA,NA,NA,JUANA DIAZ,Juana Diaz Municipio,NA
PR0458334,ACADEMIA RAMOS MORALES,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,L,323,1,1,1,1,2,Territory,GW,Y,N,N,81,Y,"RAMOS MORALES, ACADEMIA","RAMOS MORALES, ACADEMIA",NA,787-284-6640,NA,NA,NA,CARR 123 KM 12.6,BO. CORRAL VIEJO,PONCE,00731,US,PR,N,NA,NA,NA,PONCE,Ponce Municipio,NA
VI0005396,PRASA,N,VI,02,01-01,12-31,I,01-AUG-88,CWS,NA,NA,SW,NA,NA,430,1,1,1,1,2,Territory,SW,N,N,N,105,Y,NA,PRASA,NA,809-758-5757,NA,NA,NA,NA,PO BOX 7066 BO OBRERO STATION,SANTURCE,00916,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
VI0005406,PRASA,N,VI,02,01-01,12-31,I,01-AUG-88,CWS,NA,NA,GW,NA,NA,348,1,1,1,1,2,Territory,GW,N,N,N,87,Y,NA,PRASA,NA,809-758-5757,NA,NA,NA,NA,PO BOX 7066 BO OBRERO STATION,SANTURCE,00916,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0563145,PR INTERNATIONAL SPEEDWAY CORP.,Y,PR,02,01-01,12-31,A,NA,TNCWS,NA,NA,GW,NA,P,400,1,1,1,1,2,Territory,GW,Y,N,N,1,Y,PR INTERNATIONAL SPEEDWAY,PR INTERNATIONAL SPEEDWAY,NA,787-747-0319,NA,NA,NA,CARR #3 KM. 155.2,NA,SALINAS,00751,US,PR,NA,NA,NA,NA,SALINAS,Salinas Municipio,NA
PR0457164,COMITE RESIDENTE SECTOR BELLEZA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,58,1,1,1,1,1,Territory,SW,Y,N,N,15,Y,COMITE RESIDENTE SECTOR BELLEZA,COMITE RESIDENTE SECTOR BELLEZA,NA,NA,NA,NA,NA,CARR. 3391 KM. 1.4,SECTOR BELLAZA BO. RUCIO,PUNUELAS,00624,US,PR,NA,NA,NA,NA,PENUELAS,Penuelas Municipio,NA
PR0644126,CENTURY PACKING CORP.,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,L,50,1,1,1,1,1,Territory,GW,Y,N,N,1,Y,CENTURY,CENTURY,NA,787-716-2587,NA,NA,NA,"CALLE A LOTE 2,3 Y5 PARQUE NDUSTRIAL",NA,LAS PIEDRAS,00771,US,PR,NA,NA,NA,NA,LAS PIEDRAS,Las Piedras Municipio,NA
PR0004945,LAS BOCAS,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,5357,1,2,1,3,5,Territory,SW,Y,N,N,2442,Y,BARRANQUITAS URBANO,BARRANQUITAS URBANO,NA,NA,NA,NA,NA,P.O. BOX 7066,BO. OBRERO STATION,SANTURCE,00916,US,PR,N,NA,NA,NA,BARRANQUITAS,Barranquitas Municipio,NA
PR0458264,ACD. COMUNAL RIO CHIQUITO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,320,1,1,1,1,2,Territory,GW,Y,N,N,80,Y,ACD. COMUNAL RIO CHIQUITO,ACD. COMUNAL RIO CHIQUITO,NA,787-290-8984,NA,NA,NA,CARR. 588 KM. 2.7 INT.,BO RIO CHIQUITO,PONCE,00731,US,PR,N,NA,NA,NA,PONCE,Ponce Municipio,NA
PR0455334,COMUNIDAD LIMONES,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,450,1,1,1,1,2,Territory,GW,Y,N,N,100,Y,COMUNIDAD LIMONES,COMUNIDAD LIMONES,NA,NA,NA,NA,NA,CARR. 567 KM 1.0,NA,OROCOVIS,00720,US,PR,NA,NA,NA,NA,OROCOVIS,Orocovis Municipio,NA
PR0004684,YAHUECAS,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,1948,1,1,1,2,4,Territory,SW,Y,N,N,515,Y,YAHUECAS,YAHUECAS,NA,787-758-5454,NA,NA,NA,PO BOX 7080,BO. OBRERO STATION,SANTURCE,00601,US,PR,NA,NA,NA,NA,ADJUNTAS,Adjuntas Municipio,NA
PR0003633,PEDREGAL,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,1356,1,1,1,2,4,Territory,GW,Y,N,N,75,Y,PEDREGAL,PEDREGAL,NA,787-620-2277,NA,NA,NA,PO BOX 7066,BO ODRERO,SANTURCE,00916,US,PR,NA,NA,NA,NA,SAN GERMAN,San German Municipio,NA
PR0002601,BARRAZAS,N,PR,02,01-01,12-31,I,01-OCT-84,CWS,NA,NA,SW,NA,S,1200,1,1,1,2,4,Territory,SW,N,N,N,878,Y,NA,BARRAZAS,NA,809-754-3232,NA,NA,NA,NA,ROAD853 KM.5.8,CAROLINA,NA,US,PR,NA,NA,NA,NA,BARRAZAS,Trujillo Alto Municipio,NA
PR0002742,MANATI URBANO,N,PR,02,NA,NA,I,08-APR-11,CWS,NA,NA,GW,NA,L,15244,2,2,2,4,6,Territory,GW,N,N,N,3811,Y,MANATI URBANO,MANATI URBANO,NA,787-620-2277,NA,NA,NA,CARR. 2 KM,NA,MANATI,00674,US,PR,N,NA,NA,NA,MANATI,Manati Municipio,NA
PR0002802,JOBALES,N,PR,02,NA,NA,I,01-FEB-07,CWS,NA,NA,GW,NA,L,4096,1,2,1,3,5,Territory,GW,N,N,N,1024,Y,JOBALES,JOBALES,NA,787-620-2277,NA,NA,NA,CARR. 628 KM. 0.0,NA,ARECIBO,00612,US,PR,NA,NA,NA,NA,"ARECIBO,JOVALES",Arecibo Municipio,NA
PR0003386,LAVADEROS,N,PR,02,01-01,12-31,N,29-FEB-08,CWS,NA,NA,GW,NA,L,5180,1,2,1,3,5,Territory,GW,N,N,N,1295,Y,NA,NA,NA,787-758-5757,NA,NA,NA,ROAD 345 KM. 6 HM. 8,NA,HORMIGUEROS,00660,US,PR,N,NA,NA,NA,HORMIGUEROS,Hormigueros Municipio,NA
PR0003393,CALVACHE,N,PR,02,NA,NA,I,01-MAR-13,CWS,NA,NA,GW,NA,L,676,1,1,1,2,3,Territory,GW,N,N,N,2086,Y,CALVACHE,CALVACHE,NA,787-620-2277,NA,NA,NA,CARR. 115 KM. 0.4 INT,NA,RINCON,00677,US,PR,N,NA,NA,NA,"CALUACHE,RINCON",Rincon Municipio,NA
PR0003394,QUIYONES,N,PR,02,01-01,12-31,N,04-JAN-10,CWS,NA,NA,GW,NA,L,2808,1,1,1,2,4,Territory,GW,N,N,Y,702,Y,NA,QUIoONES,NA,787-758-5757,NA,NA,NA,CARR. 345 KM. 4.5,NA,HORMIGUEROS,00660,US,PR,N,NA,NA,NA,HORMIGUEROS,Hormigueros Municipio,NA
PR0003395,PUENTES I Y II,N,PR,02,01-01,12-31,N,04-JAN-10,CWS,NA,NA,GW,NA,L,2840,1,1,1,2,4,Territory,GW,N,N,N,710,Y,NA,NA,NA,787-620-2277,NA,NA,NA,CARR. 414 KM. 3.5,BO. CRUCES,RINCON,00677,US,PR,N,NA,NA,NA,RINCON,Rincon Municipio,NA
PR0002812,MIRAFLORES,N,PR,02,NA,NA,I,01-FEB-08,CWS,NA,NA,SW,NA,L,5128,1,2,1,3,5,Territory,SW,N,N,Y,1282,Y,MIRAFLORES,MIRAFLORES,NA,787-620-2277,NA,NA,NA,CARR. 637 KM. 0.7,NA,ARECIBO,00612,US,PR,NA,NA,NA,NA,ARECIBO,Arecibo Municipio,NA
PR0002852,CARRERAS,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,1368,1,1,1,2,4,Territory,GW,N,N,N,63,Y,NA,CARRERAS,NA,809-754-3232,NA,NA,NA,NA,ROAD 656 3 0 KM,ARECIBO,00612,US,PR,NA,NA,NA,NA,CARRERAS,Arecibo Municipio,NA
PR0002862,ZANJAS,N,PR,02,01-01,12-31,N,23-DEC-09,CWS,NA,NA,GW,NA,L,5612,1,2,1,3,5,Territory,GW,N,N,Y,1403,Y,NA,NA,NA,787-620-2277,NA,NA,NA,CARR. 486 KM. 2.1 INT.,NA,CAMUY,00627,US,PR,N,NA,NA,NA,CAMUY,Camuy Municipio,NA
PR0002882,CAMPO ALEGRE,N,PR,02,NA,NA,I,01-APR-15,CWS,NA,NA,GW,NA,L,1865,1,1,1,2,4,Territory,GW,N,N,N,845,Y,CAMPO ALEGRE,CAMPO ALEGRE,NA,787-620-2277,NA,NA,NA,CARR. 130 KM. 11.5,NA,HATILLO,00659,US,PR,N,NA,NA,NA,"CAMPO ALEGRE,HATILLO",Hatillo Municipio,NA
PR0002892,PAJUIL-PALOMA,N,PR,02,01-01,12-31,N,23-DEC-09,CWS,NA,NA,GW,NA,L,7380,1,2,1,3,5,Territory,GW,N,N,Y,1845,Y,NA,NA,NA,787-620-2277,NA,NA,NA,CARR. 130 KM. 8.2,NA,HATILLO,00659,US,PR,N,NA,NA,NA,"HATILLO,PAJUIL",Hatillo Municipio,NA
PR0002902,CORCOVADA,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,1000,1,1,1,2,3,Territory,GW,N,N,N,250,Y,NA,CORCOVADA,NA,809-754-3232,NA,NA,NA,NA,ROAD 492 2 5 KM,HATILLO,00659,US,PR,NA,NA,NA,NA,CORCOVADA,Hatillo Municipio,NA
PR0002912,ARENALES,N,PR,02,01-01,12-31,I,01-JUN-84,CWS,NA,NA,GW,NA,S,700,1,1,1,2,3,Territory,GW,N,N,N,175,Y,NA,ARENALES,NA,809-754-3232,NA,NA,NA,NA,ROAD 445 1 7 KM,ISABELA,00662,US,PR,NA,NA,NA,NA,ARENALES,Isabela Municipio,NA
PR0002922,LLANADAS,N,PR,02,NA,NA,I,10-MAR-08,CWS,NA,NA,SW,NA,L,5404,1,2,1,3,5,Territory,SW,N,N,Y,1308,Y,LLANADAS,LLANADAS,NA,787-   -,NA,NA,NA,CARR.426 KM. 2.0 INT.,COM. LLANADAS BO.INDIERA BAJA,MARICAO,00606,US,PR,NA,NA,NA,NA,ISABELA,Isabela Municipio,NA
PR0002932,COTO NORTE,N,PR,02,01-01,12-31,N,03-OCT-06,CWS,NA,NA,GW,NA,L,1520,1,1,1,2,4,Territory,GW,N,N,N,380,Y,COTO NORTE,COTO NORTE,NA,787-620-2277,NA,NA,NA,CARR. 2 KM. 44. 3,NA,MANATI,00674,US,PR,N,NA,NA,NA,MANATI,Manati Municipio,NA
PR0002952,RIO ARRIBA SALIENTE,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,3100,1,1,1,2,4,Territory,GW,N,N,N,775,Y,NA,RIO ARRIBA SALIENTE,NA,809-754-3232,NA,NA,NA,NA,ROAD 643 2 2 KM INT,MANATI,00701,US,PR,NA,NA,NA,NA,RIO ARRIBA,Manati Municipio,NA
PR0002962,COTO SUR,N,PR,02,01-01,12-31,N,23-DEC-09,CWS,NA,NA,GW,NA,L,18304,2,2,2,4,6,Territory,GW,N,N,Y,4576,Y,NA,COTO SUR,NA,787-758-5757,NA,NA,NA,CARR. 670 KM. 2.8,NA,MANATI,00674,US,PR,N,NA,NA,NA,MANATI,Manati Municipio,NA
PR0002992,ROSSY,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,L,4108,1,2,1,3,5,Territory,GW,N,N,Y,1027,Y,NA,ROSSY,NA,809-758-5757,NA,NA,NA,CARR. 149 KM. 11.7 INT.,NA,CIALES,00638,US,PR,NA,NA,NA,NA,"CAMPAMENTO,CIALES",Ciales Municipio,NA
PR0003002,CIALITOS,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,S,528,1,1,1,2,3,Territory,SW,N,N,N,175,Y,NA,CIALITOS,NA,809-754-3232,NA,NA,NA,NA,ROAD 608 6 4 KM,CIALES,00638,US,PR,NA,NA,NA,NA,CIALITOS,Ciales Municipio,NA
PR0003032,COABEY,N,PR,02,01-01,12-31,N,04-JAN-10,CWS,NA,NA,SW,NA,L,828,1,1,1,2,3,Territory,SW,N,N,Y,207,Y,NA,NA,NA,787-620-2277,NA,NA,NA,CARR. 144 KM. 12.3,NA,JAYUYA,00664,US,PR,N,NA,NA,NA,JAYUYA,Jayuya Municipio,NA
PR0003052,VEGUITA,N,PR,02,01-01,12-31,N,04-JAN-10,CWS,NA,NA,SW,NA,L,1656,1,1,1,2,4,Territory,SW,N,N,Y,414,Y,NA,NA,NA,787-620-2277,NA,NA,NA,CARR. 527 KM. 1.7 INT.,NA,JAYUYA,00664,US,PR,N,NA,NA,NA,JAYUYA,Jayuya Municipio,NA
PR0003072,BARTOLO,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,S,1000,1,1,1,2,3,Territory,SW,N,N,N,250,Y,NA,BARTOLO,NA,809-754-3232,NA,NA,NA,NA,ROAD 128 36 7 KM INT,LARES,00669,US,PR,NA,NA,NA,NA,BARTOLO,Lares Municipio,NA
PR0003082,RIO PRIETO,N,PR,02,NA,NA,I,14-OCT-09,CWS,NA,NA,SW,NA,L,800,1,1,1,2,3,Territory,SW,N,N,Y,200,Y,RIO PRIETO,RIO PRIETO,NA,787-620-2277,NA,NA,NA,CARR. 426 KM. 4.0,NA,LARES,00669,US,PR,N,NA,NA,NA,LARES,Lares Municipio,NA
PR0003092,CASTANER,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,S,2500,1,1,1,2,4,Territory,SW,N,N,N,625,Y,NA,CASTANER,NA,809-754-3232,NA,NA,NA,NA,ROAD 374 2 7 KM INT,LARES,00669,US,PR,NA,NA,NA,NA,CASTANER,Lares Municipio,NA
PR0003102,MIRASOL,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,S,1000,1,1,1,2,3,Territory,SW,N,N,N,250,Y,NA,MIRASOL,NA,809-754-3232,NA,NA,NA,NA,ROAD 129 9 0 KM INT,LARES,00669,US,PR,NA,NA,NA,NA,BUENOS AIRES,Lares Municipio,NA
PR0003112,CERCADILLO,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,S,200,1,1,1,1,2,Territory,SW,N,N,N,50,Y,NA,CERCADILLO,NA,809-754-3232,NA,NA,NA,NA,ROAD 611 0 9 KM INT,UTUADO,00761,US,PR,NA,NA,NA,NA,CERCADILLO,Utuado Municipio,NA
PR0003132,VIVI ARRIBA,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,L,1136,1,1,1,2,4,Territory,SW,N,N,Y,284,Y,NA,VIVI ARRIBA,NA,809-758-5757,NA,NA,NA,CARR. 605 KM. 6.7 INT.,NA,UTUADO,00641,US,PR,NA,NA,NA,NA,UTUADO,Utuado Municipio,NA
PR0003152,ANGELES,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,S,2500,1,1,1,2,4,Territory,SW,N,N,N,625,Y,NA,ANGELES,NA,NA,NA,NA,NA,NA,ROAD 602 1 3 KM,UTUADO,00761,US,PR,NA,NA,NA,NA,ANGELES,Utuado Municipio,NA
PR0003162,CIMARRONA SABANA PIKE,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,L,3360,1,2,1,3,5,Territory,GW,N,N,N,840,Y,NA,CIMARRONA SABANA PIKE,NA,809-758-5757,NA,NA,NA,CARR. 140 KM. 50.6,STATE ROAD 140 KM 50.6,BARCELONETA,00617,US,PR,NA,NA,NA,NA,BARCELONETA,Barceloneta Municipio,NA
PR0003182,TIERRA NUEVA RABANOS,N,PR,02,NA,NA,I,01-MAY-12,CWS,NA,NA,GW,NA,L,15109,2,2,2,4,6,Territory,GW,N,N,N,4016,Y,TIERRA NUEVA RABANOS,TIERRA NUEVA RABANOS,NA,787-620-2277,NA,NA,NA,CARR. 685 KM. 4.0 INT.,NA,MANATI,00674,US,PR,N,NA,NA,NA,MANATI,Manati Municipio,NA
PR0003202,SOLLER,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,L,2586,1,1,1,2,4,Territory,GW,N,N,N,646,Y,NA,SOLLER,NA,809-758-5757,NA,NA,NA,CARR. 455 KM. 9.1,STATE ROAD 455 KM 9.1,CAMUY,00627,US,PR,NA,NA,NA,NA,CAMUN,Camuy Municipio,NA
PR0003252,ALTURAS,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,3200,1,1,1,2,4,Territory,GW,N,N,N,800,Y,NA,ALTURAS,NA,809-758-5757,NA,NA,NA,NA,URB. ALTURAS B STREET INT,VEGABAJA,00763,US,PR,NA,NA,NA,NA,VEGA BAJA,Vega Baja Municipio,NA
PR0003295,NARANJO SEGUI,N,PR,02,NA,NA,I,10-MAR-08,CWS,NA,NA,GW,NA,L,876,1,1,1,2,3,Territory,GW,N,N,N,173,Y,NARANJO SEGUI,NARANJO SEGUI,NA,787-620-2277,NA,NA,NA,CARR. 419 KM. 7.9 INT.,NA,MOCA,00676,US,PR,NA,NA,NA,NA,MOCA,Moca Municipio,NA
PR0003297,SUSANO FERRER,N,PR,02,01-01,12-31,N,04-JAN-10,CWS,NA,NA,GW,NA,L,780,1,1,1,2,3,Territory,GW,N,N,N,195,Y,NA,NA,NA,787-620-2277,NA,NA,NA,ROAD 444 KM 5.1 INT.,NA,MOCA,NA,US,PR,N,NA,NA,NA,MOCA,Moca Municipio,NA
PR0003313,ANASCO,N,PR,02,01-01,12-31,N,01-MAY-06,CWS,NA,NA,SW,NA,L,4188,1,2,1,3,5,Territory,SW,N,N,Y,1047,Y,NA,NA,NA,787-620-2277,NA,NA,NA,CARR. 109 KM. 4.5,NA,ANASCO,00610,US,PR,N,NA,NA,NA,ANASCO,Anasco Municipio,NA
PR0003314,VISTA DEL RIO,N,PR,02,NA,NA,I,01-MAR-10,CWS,NA,NA,GW,NA,L,2515,1,1,1,2,4,Territory,GW,N,N,N,844,Y,VISTA DEL RIO,VISTA DEL RIO,NA,787-620-2277,NA,NA,NA,BO OBRERO STATION,PO BOX 7066,SANTURCE,00916,US,PR,N,NA,NA,NA,ANASCO,Anasco Municipio,NA
PR0003323,SAN GERMAN,N,PR,02,NA,NA,I,31-MAR-11,CWS,NA,NA,SW,NA,L,25576,2,2,2,4,6,Territory,SW,N,N,N,6394,Y,SAN GERMAN,SAN GERMAN,NA,787-620-2277,NA,NA,NA,INTER AMERICAN UNIVERSITY,NA,SAN GERMAN,00683,US,PR,N,NA,NA,NA,SAN GERMAN,San German Municipio,NA
PR0003398,CHAGO HERNANDEZ,N,PR,02,01-01,12-31,N,04-JAN-10,CWS,NA,NA,GW,NA,L,920,1,1,1,2,3,Territory,GW,N,N,N,230,Y,NA,NA,NA,787-620-2277,NA,NA,NA,ROAD 417 RAMAL 4417 KM 0.2,NA,AGUADA,00602,US,PR,N,NA,NA,NA,AGUADA,Aguada Municipio,NA
